,Document,Topic,Name,Top_n_words,Probability,Representative_document
611,impossible joindre téléphone impossible réponse question mail heure ouverture pratique impôt décembre chômage janvier aucun ... rassurant ... service public moment ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
612,rendez téléphonique 9h30 aujourd’hui conseiller disponible lieu travail bien message messagerie conseiller impossible joindre,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
613,agence digne nom pôle bien réputé document recherche emploi uniquement nécessit couleur bravo vraiment dynamique agence créér emploi fortement agence efficace vraiment combat contre chômage rassurant pôle monde invividualisme beaucoup humanité,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
614,1h45 route exprès rendez-vous prévien 20min heure gros manqu professionnalisme,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
615,pôle emploi pôle emploi long trottoir préféré coiffeur laurent face,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
616,directeur grand chose employé dérange support patron grand chose pôle emploi limoge leclerc étoile,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
617,formation afpa agence rendez-vous pôle emploi projet formation afpa conseiller vacance semaine rien semaine supplémentaire incapable rapidement travail fuir argent public gaspiller,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
618,personnel désagréable incompétence abus disponibilité niveau communication inexistant emploi manière respectueux chemin corée nord mieux non nombre erreur ahurissant faux avis note catastrophique somme argent public bien gaspiller,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
619,service minable temps rien.c' vrai service public,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.09286110361093476,False
620,pôle agence honteux site annonce frauduleux exemple rire annonce vendeur chaussure maison retraite non foutre pouvoir salaire attente entrer 1800 2000 euro brut chômeur travail site vraiment inadmissible part fonction public site pareil,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8230907602738142,False
621,dernier fois rendez-vous conseiller luire question numéro pole emploi ...,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5090440831743162,False
622,travail covid huile coude local minuscule non,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.07338631425180035,False
623,agence emploi horaire entrer 12h 14h ....,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7174466684267261,False
624,horaire ouverture lundi 16h30,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
625,horaire ouverture,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
626,efficace,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
627,renseignement mail incapable demandai répondu savoir chef entreprise mail tre désagréable finalement dossier chômage pole fuir,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8742370439690892,False
628,impossible joindre appeler limite sai servir téléphon application espace pôle disponible 15h00 travaille bah 9h30 habitude joignable dernier avertissement radiation part compétent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6393996465281946,False
629,sors établissement instant question simple méthodologie démarche calcul indemnisation trop lieu vie expert littéralement pouvoir dame mal tomber faire haut oui oui gamin cause identifiant attribué départ jamais changer mail boîte pôle emploi application bah ... luire sentir résultat chose parlai fort fort lieu administration public dame contre ... bon compte celer agence vide stress pression ensuite congé dame question indemnisation montant are calcul détaillé avai durer période emploi base -là bien calcul feuille montant ... connaissai fois résultat temps,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
630,horaire net aujourd'hui 09:30 autant,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
631,personnel mieux mette chômage problème,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
632,service,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
633,personnel pompe réflection jugement gratuit bien finiss beau chiffre précarité misére,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
634,général conseiller pôle emploi niveau satisfaction accompagnement bien dommage qualité humain conseiller fois heureusement preuve échange direct réponse simple e-mail demande information vraiment impression aimer travail bien critère recrutement compétence accompagnement qualité humain,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
635,conseiller incompétent question côté plaque dossier suite responsable mieux maximum institution,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
636,agence faire document espace queue final machine besoin aide humain machine aid souffl engueuler non difficulté simple forcément final jour document mal rien pôle emploi chessy hôtesse accueil rien amie accueil bienveillant,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
637,avis ici conseiller vincent professionnel extrêmement hautain prend temps quoiqu sou situation surcroît inscription pole chessy bien fois déçu service,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
638,faite mot vivre bon chance,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.0887388955045231,False
639,pole servir rien ... fai coucou existe ... rendez-vous mail offre bâtiment jamais secteur vie magie conseiller rendez-vous trop drôle problème ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
640,entretien impatience part mois entretien perte temps ème rendez obligatoire inutile aucun info site vraiment institution état catastrophique,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
641,mois conseiller formation rendez-vous physique non téléphone impossible coup entame formation propre moyen conseiller pôle emploi coup efficacité,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
642,midi rendez-vous aucun possibilité document recherche place ... honte vendredi midi fermé ... commentaire aimabilit personnel peur franchement envie travail ... chance boulot horaire passage attention modification dernier minute vendredi 21/10 matin ouverture rdv ... conclusion pôle emploi agence emploi boite lettre ... contribuable rien ...,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9355035032519226,False
643,pôle emploi demandeur emploi demandeur emploi haut faite boulot censé minimum mail ancien conseiller pro bonneplanqu,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
644,jamais vie impression sketch certificat aucun public bout heure incroyable incompétent hautain fois horrible,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
645,conseiller pôle meau min min chessy question uniquement vraiment incapable,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
646,bon .... avai formation formation cher 4000 euro pôle emploi droit 1000 euro 1000 24= 24000 euro formation dossier commission seine marne ... coup formation ridicule rien ...... jour mois juillet 2018 chose devient pire impossible bout fil problème onqu 3949 sert simplement demandeur emploie ..... bout fil numéro combiné rien option conseiller ici heure bon taire minute respondeur compte demande ... bouffe cas mrd coment mouton bhééééé bhééééé bhééééé pfff,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
647,..... formation ... jai 9/7/18 ..... 3/9/18 gros pôle emploi débrouill,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
648,conseiller vincent pire boîte mail induit erreur métier,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
649,renseignement pouvoir franchement vendredi ... trop,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
650,week end vendredi pôle fonctionnaire capable demandeur emploi ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
651,aucun signalement changement conseillé lundi,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
652,conseiller téléphone dis dernier mot homme dernier mot inadmissible,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8832879285869145,False
653,jamais galère,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
654,aucun respect demandeur,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.993539288674568,False
655,impossible joindre ...,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
656,étoile agence incompétent mauvais foi aucunement écout rendez conseiller commence chinois vrai handicap plaine,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
657,contrat travail quart temps heure mois pourcent allocation job vif emploi motiv,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
658,inscription récent andrezieux.mon dossier mal gérer trop percevoir arrêt maladie indemnisation semaine retard,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
659,servir rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.22345717905731474,False
660,secours conseiller incompétent acquis rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8973359090567216,False
661,jamais,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
662,aucun accompagnement,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
663,servir rien,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5357393927655579,False
664,bande gus écrir français correctement pouvoir fixer rendez-vous organisme rien rien utilité dépense maximum attention argent public non autun 20h semaine franchement rythme organisme priver autant supprimer site internet besoin gaspillage,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
665,incompétent incapable quoiqu emploi renseignement formation patient conseillé alentours jamais formation but besoin rien allez,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.955050673105202,False
666,horaire ouverture pôle bande incompétent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
667,clé bien 2020 ......,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.3569968845186963,False
668,pôle emploi commun,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.6231362110643747,False
669,incompétent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5245834531606263,False
670,inacceptable censé besoin information aucun réponse faire heure heure téléphone aucun raison besoin reprise faute,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
671,haut fort difficile chose radier radier radier prime,1,1_temps_numéro_commentaire_temp,temps - numéro - commentaire - temp - zero - chemin - zéro - radier - degré - numero,0.5231513773564131,False
672,aucun fille attent salarier papoter entrer demande problème identifiant carte identité accueil .... charge discussion collègue identifiant question incompréhensible masque .... vite goût nargu papotage collègue professionnel jeune homme dossier luire sympathique mal attitude mépris hôtess,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
673,déçu simplement rendez-vous conseiller mme mounia belhachmi inacceptable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
674,étoile journée succès faire droite gauche rien,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
675,rendez-vous téléphonique conseiller formation domaine pole montélimar petit coup main établissement ... application pol formation naturellement conseiller réponse rien expérience mission local luire bien formation,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
676,accueil terrible impression pied accueil conseiller aucun conseil pertinent rien dossier amène papier nécessaire inscription jour rendez-vous bon blanc bref point organisme censé,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
677,déçu jamais rendez-vous téléphone agréable envie question rendez-vous,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
678,impossible humain téléphone attente rendez-vous passé jour catastrophe,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
679,jamais personn téléphone message service service abuser bien fonctionnaire iron blague .........,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
680,téléphone désagréable agressif,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5791279197465038,False
681,temps attendre min minute grave,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5087391374613048,False
682,jamais téléphone temps attente 6min 15min,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9943855589238801,False
683,démarche client conseiller non avis trop percevoir mieux gestion dossier,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
684,comportement inacceptable mal polie faire mauvais expérience,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7834547742864071,False
685,lamentable attend document mois honteux plupart rien Monsieur monsieur responsable,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
686,inutile inefficace conseill agence,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.2597457204034052,False
687,mauvais conseiller temps sens jamais disponible devis projet formation jamais dernier moment compte cpf ensemble accessible visibilité info conseiller aucun formation .... budget beaucoup erreur dossier loi travail ministère travail monde service public cpf cdc solde droit ..... celer boulot trop retraite .... non blague kafka eugene ionesco fou ... destructeur .... bon courage,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
688,pôle emploi simplement pire organisme france inutile cadre ralentissement procédure administratif infarctus incompétent stressant,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
689,conseiller vraiment physiquement rendez-vous autonome situation emploi travail changer demandeur emmerdé,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
690,rendez-vous site lire lendemain fin contrat droit,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5427304771736442,False
691,personnel travail trop percevoir fois date chèque chèque mois jamais date échéancier chèque échéancier boulot simplement sil boulot,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
692,mal loin transport commun horaire matin uniquement institution ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
693,dommage accessible transport commun conseiller aide beaucoup dommage après-midi,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
694,conseiller qualifié compétent -ce réellement demandeur emploi doute ...,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
695,conseiller bien faite annulation cap emploi,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.749029083607138,False
696,conseiller extrêmement désagréable rendez-vous téléphone mauvais humeur demandeur emploi inadmissible,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
697,numéro téléphone joignable,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.40859382486568774,False
698,aidant gentil organisation système délétair,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
699,mauvais accueil mauvais conseil fuir,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.4165495525211152,False
700,cauchemar entrepreneur,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
701,limite harcèlement celer arrêt mode bébé non vie,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
702,étoile obliger accueil aimable aide simple question petit jeune fois honte change métier pôle emploi chance luire peut-être chose bien formation accueil,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
703,bravo directrice scrupule propre decision médiateur pôle emploi heureusement transparent,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.48325890240984876,False
704,mdr erreur part calcul indemnité réclamation dette aucun scrupul,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
705,disponible matinée pôle emploi apred midi numero 3949 rire chômeur galère communication temps attente grand franchement mieux .... système,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
706,imposibl jour disque fin raccroche 3949 chiffre iidentifiant,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
707,matin queue trop monde midi fermé bravo pôle emploi,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
708,etablissement non digne république français,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
709,réveiller chut travail,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
710,numéro inexistant téléphone,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7881364678159476,False
711,coto,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.1519817609615,False
712,fermeture extension,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7961564293731672,False
713,étoile entrer perte document obligé fois coup fils dernier compte conseiller top top bien sûr jamais message vocal chien vie coup fil désolé hein professionnalisme amabilité néant total,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
714,commentaire precedesseur content bel expérience cas pis,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
715,conseiller pire rendez-vous conseiller projet débouché formation chauffeur poids lourd bus actuellement recrut faire avai choix métier chômage projet cœur casse tomber pire conseiller,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
716,manque professionnalisme jamais vie conseiller fois mois chose urgent emploi formation important avenir professionnel mois cause manque réactivité résultat session formation droit demandeur emploi apprenon conseiller absolument rien recherche final sommes obligé prétexte allocation chômage temps bien moitié carrément incompétent structure brevet collège mal gérer manque respect salarié pôle emploi diplôme total compétition domaine bref,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
717,étoile matin ouverture justificatif reinscription congé maternité service indemnisation rien demandai simple cmg jamais congé parental conseiller celer cmg métier simple question simple réponse courtoise.mais celer travail versaille intelligent,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
718,problème fois document remet main propre nez fois joindre patience politesse bientôt mois demande aide mobilité impossible joindre,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
719,avertissement présentai rendez-vous cause raison personnel directeur agence droit emploi dupui mois entreprise nord vrai escroc cas journal,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
720,convocation fois imprimante mal paramétrer correctement sourire aide agent accueil aucun utilité pôle emploi difficulté,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
721,dernier fois document étiquette porte communication internet,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
722,rendez-vous hort sujet compte avis candidat recherche emploi rien recherche emploi celer rendez-vous groupe jeune ... sérieux manqu respect candidat sérieux,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.9992544328180522,False
723,sou coupe référent compétent communicatif mail décision emploi déplacement province formation beaucoup trop échec professionnel bac+5 centaine dossier employé précaire meilleur trop rare mieux beaucoup gestion inefficace employabilité ... mois écouler action part formation candidature hiérarchie décision final chose forcement jamais prise direct chômeur inaccessible .... trac écrite refus,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.7951412216642344,False
724,déçu pôle emploi minute retard minute retard déplacement retard président république ... réflexion intolérable minute retard accueil oui effectivement 10h09 minute justement droit droit erreur petit erreur bon -là pôle emploi droit vraiment déçu preuve arrivée 10h09 parking franchement parking vraiment permise parking ... débile ...,2,2_parking_place_petit_retard,parking - place - petit - retard - accès - minute - local - trottoir - bâtiment - grand,0.27178057081676643,False
725,enièm échange fois méprisant bout métier,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
726,précédemment porte prison enclin tache propre démarche dossier accueil jamais formation professionnalisation cdi dossier indemnisation suite logique grave conséquence financier familial physiquement conseiller suite grave conséquence possibilité titre pole emploi obligation légal fin compte conseiller las demi .... 9h15 excus faux bien visible local cigarette petit café entrer collègue démarche projet conseiller réponse degré foutisme absolu opportunité point négatif agence exemple ville voisin regret travail souhaiterai mal hiérarchie bon volonté professionnalisme résultat course apte chose clore agence méthode versant faussement chaude larme aide social scandale coup pression bizarrement fier vrai pokemon méthode légal faire rappel droit administratif hiérarchie direct ministère travail contact syndicat défense droit emploi hypothétiquement dossier relation avance bref grand parti poste fumiste emploi incapable fonction partout forum région pensent aujourd'hui confirmation inutilité conseiller pole emploi offre grâce réseau projet école formation contact confirmation annonce bien c.v jamais pole emploi réunion aujourd'hui places.non non travail .... pole emploi ... grace réseau domaine exercer,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.783764586606462,False
727,matin jsuis parti guyancourt dame accueille agée)m' sou entendu bizarre engro ell sou franchement coup jetai choquer jai esseyé jen marre prejugé entout cas commentaire,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
728,permettent minute retard réunion information peste beau parleur aucun engagement,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
729,horaire chômeur comble pôle emploi chômeur 9h-13h ahahah branlo,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.5934169081307729,False
730,incompétent fin mai allocation mois avril conseiller,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,1.0,False
731,conseiller rendez habite heure transport galère place rendez conseiller présent jour incomptence conseiller point pôle emploi prévien rendez-vous bien grave,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
732,1ére expérience personnel calcul chomage chiffre coup pression bande incompétent dise problème informatique bouffon pareil france chômage,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
733,avis minute conseiller bloquer ailleur blonde mardi octobre 15heure ici boulot luire oui formation boulot banque france rien bah écoute banque france cest entreprendre rien aucun aide rendez-vous minute durgence faite trie embaucher inculte respect,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
734,diplomé sociologie conseiller désolé etude pyramide courant jour gentil conseiller travail désamianteur asthmatique clostrophobe diplomé bac ... cohérent nan,-1,-1_emploi_conseiller_pôle_rien,emploi - conseiller - pôle - rien - aucun - rendez - agence - bien - mois - travail,0.0,False
735,papier dizaine fois demande rendez conseiller grand,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.8726384927698733,False
736,bon rien .... législation humaine désintérêt total aucun investissement heureusement compte personnel cotisation travail,0,0_conseiller_emploi_rien_pôle,conseiller - emploi - rien - pôle - aucun - rendez - jamais - vous - agence - travail,0.953569679824787,False
