rate,review_text,object_address,cleaned_text,sentiment,top_negative_words,top_positive_words
1,"Pourquoi ne pas avoir garde votre ancien nom ?ANPE( avec nous pas d'espoir) car franchement ne compté pas sur eux pour vous aider . Vous voulez faire un métier qui n'a "" pas de débouché"" ne venait pas les voir .","1 Terr. Front du Médoc, 33000 Bordeaux",garde ancien nom anpe espoir franchement métier débouché,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,"bonne expérience, bien conseillée et bonne accueil","33 Rue de la Redoute, 67500 Haguenau",bon expérience bien bon accueil,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,Rapidité efficacité !,"17 Bd Paul Vaillant Couturier, 94240 L'Haÿ-les-Roses",rapidité efficacité,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Horrible, simplement dégueulasse... Ce centre est plein de gens incompétents, mal polis et surtout indisponibles... J'ai jamais connue un service si mauvais","10 Rue Louis le Jeune, 29600 Morlaix",horrible simplement ... centre plein incompétent mal indisponible ... jamais service mauvais,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,"Tres bon suivi de Ma conseillère Mm UZZAN, merci à elle  Merci également au directeur de l'agence qui est très compréhensif Après ma licence, j'ai pu me former dans le domaine que je voulais en POEI niveau bac+4","6 Rue Françoise d'Eaubonne, 31200 Toulouse",tre bon suivi conseiller uzzan directeur agence compréhensif licence domaine niveau bac+4,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,"très bien reçu, accueil très agréable,très bonne écoute et bons  conseils.merci","30 Rue de Riegelsberg, 27140 Gisors",bien accueil agréable bon écoute bon conseils.merci,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
3,La ou vont les chômeurs comme moi des conseiller pas tres sympas des fois. Prennent pas les rdv a l'heure .,"9 B Av. de la Libération, 54300 Lunéville",chômeur conseiller tre sympa fois rdv heure,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,Toujours très bien reçu par le personnel du Pôle Emploi de Saint Luce ;),"1 All. des Citronniers, 44000 Nantes",bien personnel pôle saint luc,1,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,"0 étoile! Personnes incompétents pour conseiller et aider à trouver de l'emploi! Nous avons envie de travailler mais les aides au retour à l'emploi ne sont pas aux attentes. Envie d'une formation pour débuter ? la réponse est: ""non mais vous allez pas trouver un travail avec ça!, trouver un travail pour financer ce que vous voulez"" ""comment trouver rapidement un emploi?"" ""bah, cherchez!"" super l'aide et le conseilll!!!","27 Rue Lamartine, 78500 Sartrouville",étoile incompétent emploi aide emploi attente envie formation réponse non travail travail rapidement emploi bah chercher aide conseilll,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,Bien reçus. Personnel accueillant.,"27 Av. de la République, 69200 Vénissieux",bien recevoir personnel,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Des incapables, ils inventent des choses qui n’existent pas. Ne vous aident pas pour trouver un travail (mis à part les jobs de m*rde qui n’ont aucun rapport avec vos diplômes), ils font tout pour ne pas payer la totalité de votre allocation chômage, ils ne payent aucune formation même pour 600€ ils sont incapables de vous aider, ils sont payés à ne rien faire et ils osent dire que le chômage diminue car ils radient tout le monde sans aucune raison. Ne restez jamais au chômage vous serez plus en perte que gagnant avec ces incompétents. Vive l’Etat","67 Rue du Mont d'Arène, 51100 Reims",incapable chose exister travail part job m*rde aucun rapport diplôme totalité allocation chômage aucun formation 600 euro incapable rien chômage monde aucun raison rester jamais chômage perte incompétent vif etat,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,"Ça faisait longtemps que j'avais pas mis les pieds là-bas, ça me ne manquait pas ! La conseillère que j'ai eu était agréable, pareil pour l'hôtesse à l'accueil.","2 Rue Alice Coleno, 56100 Lorient",pied conseiller agréable pareil hôtesse accueil,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,Échange par mail inutile...,"8 Rue Bernard Buffet, 75017 Paris",échange mail inutile ...,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,Effectivement ils servent à rien,"11 Av. du Garigliano, 91600 Savigny-sur-Orge",effectivement rien,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
2,pas très efficace pour les réponses téléphonique.,"27 Rue Lamartine, 78500 Sartrouville",efficace réponse téléphonique,0,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,"Comme d' habitude police sur l' écran de l' ordinateur trop petit et flou ,un bordel à la française quelle honte.","42 Rue Poincaré, 57200 Sarreguemines",habitude police écran ordinateur trop petit bordel français quell hont,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,Les conseillères qui me reçoivent sont à l'écoute et très serviables. Beaucoup de gens sympatiques dans cet endroit !,"6 Rue Barbet, 66400 Céret",conseiller écoute serviable beaucoup sympatique endroit,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,Super,"5 Rue de Quimper, 68100 Mulhouse",,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,Chiens aussi !,"3 Rue Germain Authié, 09000 Foix",chien,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,Ça répond jamais au téléphone on vous annonce un temps d'attente de 6min  et ça décroche à 15min c'est n'importe quoi,"8 Rue Léon Blum, 26200 Montélimar",jamais téléphone temps attente 6min 15min,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,"Moi aussi j'aurais bien mis un zéro. Une bande d'incompétents qui refuse de financer une partie de la formation pour mon fils 😡 pendant qu'ils offrent sur un plateau toutes les aides possibles et inimaginables à des  ""personnes "" qui daignent même pas se lever le matin. BRAVO l'aide à l'emploi ! …","17 Rte de Nantes, 56860 Séné",bien zéro bande incompétent partie formation fils plateau aide inimaginable matin bravo aide emploi,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,Merci Pole emploi pour votre accueil votre écoute et votre rapidité . Très bon accueil par Mme Lefevre qui a rapidement gérer un dossier à l écoute explications claires rapidité merci,"25 Rue Jean Monnet, 02300 Chauny",pol accueil écoute rapidité bon accueil mme lefevr rapidement dossier écoute explication clair rapidité,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,They are very good at finding work,"16 Rue du Bois Baron, 69220 Belleville-en-Beaujolais",they very good work,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,On vous dit avoir des droits mais quand un prestataire extérieur vous appelle a 14h au lieu de 12h c'est de votre faute apparemment..et le suivi je n'en parle même pas catastrophique..,"21 Rue des Frères Danna, 59300 Valenciennes",droit prestataire extérieur 14h lieu 12h faute apparemment suivi catastrophique,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
4,"J'ai principalement communiqué par téléphone avec l'agence de Clermont l'Herault. Je peux dire qu'ils sont réactifs et rappellent dans les 2h. Après c'est au petit bonheur la chance pour le conseiller... je mets 4 étoiles car j'ai eu la chance d'être suivie par Mme Faure, si vous avez affaire à elle sachez que c'est une perle et qu'elle fera tout ce qu'elle peut pour vous expliquer, vous orienter et vous aider dans vos démarches.. je ne mets pas 5 étoiles car malheureusement tous les conseillers ne sont pas comme Mme Gaure et certains sont même désagréables et se montre très rapidement impatients.","16 Bis Av. de Montpellier, 34800 Clermont-l'Hérault",principalement téléphone agence herault réactif rappeler petit bonheur chance conseiller ... étoile chance mme faure affaire savoir perle démarche étoile malheureusement conseiller mme gaur désagréable rapidement impatient,1,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
5,Quand j ai lu les avis j ai flippé... Et puis j y suis allé... …,"4 Rue des Chauffours, 95000 Cergy",lire avis flippé ... pouvoir ...,1,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
2,On se demande à quoi sa sert. Si on a besoin de rien c'est Nickel. Mais pour trouver un emploi mieux vaut se débrouiller tout seul. À si toucher les allocations.,"22 Rue François de Neufchâteau, 54000 Nancy",sert besoin rien nickel emploi mieux allocation,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,5 étoiles pour la personne qui orientait les personnes dans la file d'attente de l'accueil qui a répondu à toutes mes questions très clairement,"7 Rte de Neufchâtel, 76100 Rouen",étoile file attente accueil question clairement,1,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
1,indiquer les horaires d' ouverture me semble un minimum!,"510 Av. François Mitterrand, 81600 Gaillac",horaire ouverture minimum,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
1,des fonctionnaires payé trop cher dommage que on peut pas mettre zero étoile,"40 Rue Pierre-Gilles de Gennes, 85300 Challans",fonctionnaire trop cher dommage mettre étoil,0,,"aide, étoile, question, droit, conseiller, entreprise, presque, rien, beaucoup, contre, formulaire, réactif, vraiment, bienveillance, jamais, jour, rapidement, agence, fois, respect, temps, attente, fai, professionnel, attention, porte, rendez, humain, information, clair, pôle, sou, petit, savoir, efficace, public, luire, faure, téléphone, matin, demande, pole, désagréable, dossier, travail, impossible, file, octobre, accueil, démarche, emploi, accès, personnel, monde, bien, sympa, inadmissible, habitude, interminable, nez, ell, horaire, tôt, faudrai, évidement, compétent, non, dame, oui, agréable, durée, facile, bon, besoin, service, réponse, mme, mal, énormément, entendeur, écoute, devoir, mail, rement, monsieur, dommage"
5,"Si vous tombez sur un monsieur de premier abord non chalent, dites vous que justement vous etes bien tombé. Il est très professionnel, gentil et juste lui meme en revanche pour le reste du personnel... qu'ils soient là ou pas malheureusement ça ne change rien... aussi gentils soient ils.","50 Rue Emile Gohon, 28400 Nogent-le-Rotrou",Monsieur non chalent justement bien tomber professionnel gentil luire revanche personnel ... malheureusement change rien ... gentil,1,"aide, étoile, question, droit, conseiller, boulot, entreprise, réouverture, rien, beaucoup, formulaire, contre, réactif, bienveillance, jamais, pologne, rapidement, france, fois, respect, change, chalent, attente, fai, professionnel, souhaitable, rendez, saint, humain, miracle, pôle, sou, personn, fort, téléphonique, justement, savoir, efficace, public, faure, photocopie, téléphone, matin, malheureusement, désagréable, rideau, travail, impossible, file, parcequ, possession, accueil, démarche, emploi, accès, clairement, personnel, monde, bien, bonheur, libre, sympa, lourd, habitude, rappeler, nez, interminable, chance, ell, actualisation, queu, faudrai, évidement, souriant, compétent, non, gaur, dame, oui, aid, agréable, correctement, motif, offre, durée, patienc, facile, close, bon, besoin, ailleurs, gentil, revanche, réponse, mme, mal, luc, tomber, correct, entendeur, écoute, monsieur, mail, dommage",
