,name,date,rate,review_text,object_name,object_address,overall_rating,review_num,object_url
136,B Tomaras,3 years ago,1,Enfer surréaliste. Une boucle sans fin d'incompétence.,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
137,Itody Raonisoa,5 years ago,1,"Lire les commentaires, alors c'est nul?",Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
138,Capucine du Rivau,2 years ago,5,Conseillers très efficaces et conviviaux,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
139,janin waing,2 years ago,1,ne repond pas au telephone,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
140,Pa 17,4 years ago,1,Disarming incompetence.,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
141,Rumplek,4 years ago,1,L'incompétence incarnée !,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
142,Linda El hasnaoui,3 years ago,1,Menteur,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
143,Moufadal Lokhandwala,6 years ago,1,Affligeant,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
144,Léa Michaut,2 years ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
145,adele baer,a year ago,3,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
146,François Goin,a year ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
147,Ours Blanc,a year ago,4,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
148,abdelmoula badr,3 years ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
149,Maimouna Diarrassouba,4 years ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
150,tom zwartjes,4 years ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
151,Arunmozhiselvan Nadessane,9 months ago,3,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
152,Gaelle Roumejon,6 years ago,2,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
153,Bruno Esteves,2 years ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
154,paris tlemcen,10 months ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
155,M,a month ago,1,"J'en sors...

Venu pour un recrutement en hotellerie... …",Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
156,Chettab Amal,a year ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
157,Victor Popov,10 months ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
158,Sabri Zanat,4 years ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
159,مغربي Jallouli,5 years ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
160,Mohamed Manar,3 years ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
161,Alexander Schmidt,4 years ago,2,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
162,Alexandre D.,a year ago,4,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
163,UDontknowmyname Seen,a year ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
164,Mourad Ben Fredj,a year ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
165,Ousmane Ba,4 years ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
166,Rudy FONTAINE,a year ago,1,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
167,vd se,3 months ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
168,Pascal Boutte,3 years ago,3,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
169,Anny P,3 years ago,2,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
170,mehmed ayhan,a year ago,5,,Pôle Emploi - Cardinet,Pole emploi Cardinet,2.4,77,https://www.google.com/maps/
171,Nina Mir,a month ago,1,"Agence totalement désorganisée avec un fonctionnement chaotique. On vous change de conseiller, sans vous prévenir, tous les 4 matins.Vous vous retrouvez souvent devant des conseillers qui en savent moins que vous. De l'approximation et de …",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
172,Nadhuma abh,2 months ago,1,"Mon conseiller indemnisation n a jamais répondu à mes mails, la personne au téléphone est désagréable. Je ne comprends pas qu une personne puisse travailler à pôle emploi alors qu elle est antipathique et n’est pas compréhensive, elle n est clairement pas la pour aider",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
173,Enrico S,5 months ago,2,"L’accueil est très très négative, le personnel est nerveux, agressif et pas préparé à gérer le flux de gens.
Par contre, les conseilleurs sont des bonnes personnes",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
174,Gaétan Tondi,a year ago,1,"L'incompétence incarné !
ici se sont les conseillers qui oublient les rendez-vous qu'ils vous fixent.
Impossible d'avoir quelqu'un au téléphone, donc obligé de se déplacer. …",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
175,Sahar ALAOUA,a year ago,1,"Je fais une demande de formation, je suis dans l’obligation de relancer le conseiller (demande faite il y a plus d’un mois).
Ils se trompent sur le calcul des ARE 3 fois, je suis obligée de passer des …",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
176,Justine Fontaine,10 months ago,5,"Les agents font un travail difficile mais le jour où je suis allée à l’agence tout le monde a été aimable et m’a aidée au mieux , toute mon admiration et ma reconnaissance aux salarié(e)s !",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
177,Célia Pascaline (C3l1a),2 years ago,1,"Ils envoient des mails pour des formations et lorsque l'on a fini toutes démarches pour s'inscrire, on nous répond pôle emploi ne prend pas en charge cette formation. Alors que les mails viennent d'eux ! Répondent systématiquement négativement aux devis de formation. Très insatisfaite de ce service !",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
178,MICHOT Olivier,2 years ago,1,"Faire le 3949 pour savoir où en est mon dossier dont je suis sans nouvelle depuis quatre mois et de s’entendre dire “je n’en sais rien , je ne suis pas pôle emploi mais une plate-forme d’appels qui travaille pour pôle emploi donc aller voir …",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
179,WoTaN,5 years ago,5,"Même si comme toujours y'a toujours trop de monde, l'organisation du lieu permet un accueil rapide (ensuite faut faire la queue), la mise à disposition des postes informatiques et le professionnalisme du personnel en font un lieu très agréable. C'est propre, aéré, bien organisé et aménagé.",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
180,Marie Mouix,2 years ago,1,"Une honte. Une chaine comme au Mac Donald, et je pèse mes mots,
Aucune information sur les formations. je reçois des e-mails de proposition d'emploi pour faire un CAP de cuisine, alors que je suis Maitre d’hôtel, c 'est une blague... J' attend toujours ma réponse pour une aide au permis de conduire.",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
181,ouriel,3 years ago,1,Expérience nul! Les employés à l’accueil sont désagréables ! Ont leur parle gentiment et ils répondent froidement surtout la jeune demoiselle a l’accueil et son collègue le chauve ! Ils sont vraiment froid et désagréable et répondent de manière insolente au client... revoyez votre politesse.,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
182,Patricia Saccaggi,4 years ago,4,Je suis venue car je suis en accident de travail et j'ai besoin d'avoir des informations pour changer de travail. J''ai été reçue à l'accueil par un conseiller très sympathique qui m'a indiqué de m'inscrire en tant que catégorie 5 puisque …,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
183,Adam A,3 years ago,1,"On est livré à nous mêmes concernant les formations, aucun accompagnement, rendez-vous demandé par moi-même et annulé sans nouveau rendez-vous programmé. Il y a tellement de choses à dire mais bref service médiocre",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
184,Nishan Austin,a year ago,1,Service catastrophique. Accueil très décevants avec aucun sens du respect envers les personnes. …,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
185,Anny P,4 years ago,1,"Un document demandé depuis un an. Après plusieurs déplacements, d'emails, de demandes de rdv et un coup de pression. Je ne sais pas quoi dire. Mais j'ai enfin mon rdv donc Youpi et vive la France.",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
186,Camélia Ouahabi,5 years ago,5,Au top ! Je n'ai même pas attendu 5min. On m'a rapidement pris en charge et j'ai reçu de très bon conseils sur mes projets d'avenir.,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
187,Julian Arlia,3 years ago,1,"Vous arrivez même a inventer des faux emplois mais précaire au final, mais pour des entreprises a fric, entre les banques a optimisation, votre btp, il y a plus rien de bon",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
188,Nossy Happiness,2 years ago,1,À fuire ! La conseillère va tout faire pour vous décourager et vous caser dans un métier que vous n'aimez pas.,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
189,La Merguez,6 years ago,5,Qu'il y'a des gens pour te renseigner mes pas beaucoup de temp à t'accorder et le matériel dont les ordi... Sont très acessible,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
190,José Verano,9 months ago,4,"Agents attentifs, bon accueil",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
191,İndirme Sanatı,4 years ago,1,"Is there a job, I couldn't find a job in Turkey, let's try our lu …",Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
192,Mohamed Chenane,3 years ago,1,C'est immonde... !,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
193,Jaime Mercant,6 years ago,2,Trop du monde!,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
194,F Fofana,2 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
195,jaehyun baik,6 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
196,Tuhin Shohana,2 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
197,Moussa Babikir,2 years ago,5,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
198,Malado Sangare,6 years ago,5,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
199,Agathe Ouedraogo,3 years ago,4,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
200,Fatouma Kanaté,4 years ago,5,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
201,Nassim Labreche,5 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
202,arman EMPORIO,5 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
203,s b,4 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
204,Tanvir Mukta,2 years ago,5,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
205,Araqsia Ivart damoyan,9 months ago,4,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
206,Ansou NIABALY,3 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
207,Ziad,2 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
208,YOUDKR Un Jour Nous Mourons,4 years ago,2,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
209,Theo Esnault,6 years ago,3,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
210,Mounir Ennaciri,7 years ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
211,ramia aziz,3 years ago,5,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
212,Alain Fujiwara,2 years ago,3,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
213,M.M.M 75,2 years ago,3,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
214,THI MY HUYEN HUYNH,a year ago,5,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
215,Abdela Karim,4 years ago,3,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
216,Fouad Leriche.,a year ago,1,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
217,Benoit Husson,4 years ago,5,,Pôle emploi,pole emploi Armand Carrel,2.4,47,https://www.google.com/maps/
218,meriem fella,2 months ago,1,"Je note par rapport à la dame , qui m'a appelé suite à mon inscription à l'événement agent de pressing, j'ai annulé mon inscription, elle ma envoyé 2 mail, j'ai pas confirmé , ce matin ma rappeler pour me rabaisser ou quoi, ""pourquoi vous …",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
219,Roberto GOMEZ FONTANA,5 months ago,4,"Pour information, les bureaux sont juste dans l’angle entre rue de saint Blaise et rue Vitruve (voir les photos que je vous laisse). Très satisfait de mon RDV avec mon conseiller, et aussi de l’accueil. J’ai eu toutes les informations pertinentes. Ils m’ont rassuré.",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
220,Bienvenue ici,a year ago,1,J’étais toujours été satisfait des informations et conseils de la part cette agence pôle emploi. …,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
221,Jen H,4 years ago,4,"J'y suis allée deux fois pour le moment, et ce fut relativement rapide, je n'ai pas eu trop à attendre. Le personnel semble à l'écoute et est agréable, ce qui est assez rare dans l'administratif. Ma conseillère est très gentille et à l'écoute, c'est agréable.",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
222,Nadia Khadidja,a year ago,1,"Ils sont pas faits pour aider les sans emploi, sont simplement des Bouches trou
J'ai été au guichet quelques minutes avant 13h, Isabelle m'a demandé de patienter car changement d'équipe et la méchante Louisa arrive, parle de ses soucis de …",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
223,Joe Cole,2 years ago,5,Moi je mets 5 étoiles pour Monsieur gaelle... ce monsieur connaît son travail il sait de quoi il parle il prend le temps de bien nous expliquer c'est clair et précis car c'est vrai que souvent si on a pas le décodeur de certaines choses …,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
224,ABDELRAHMAN MOHAMED,3 months ago,1,Des incompétent que connais rien de leur travail,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
225,Aurélie Lebois,3 years ago,5,"J'ai été très bien reçue au Pôle Emploi de la rue Vitruve, le personnel d'accueil est charmant et bienveillant. Ma conseillère est d'une grande aide et elle est très réactive dès que j'ai besoin d'elle. Je les remercie pour leur travail à tous.",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
226,Amira A.,3 years ago,2,"J’y suis allée pour la première fois et j’ai été secouée par le vigile qui semble également s’occuper d’importuner les personnes qui font la queue ? Monsieur parle mal, donne de mauvaises façons de procéder... Il me fait quitter la queue …",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
227,web force,2 years ago,1,Mon expérience avec cette agence a été et est toujours très compliqué en effet avant le confinement je suis étudiante et j’ai demandé pour ma formation la validation d’un devis mon conseiller a été incapable de le voir sur mon espace en …,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
228,Catherine Rua Dafonte,4 years ago,2,Demande de rendez-vous ?  Certain ne sont même pas au courant du dossier de le clients .Vous leurs dites ma formation fini telle date réponse pour le rendez-vous votre formation  est elle encore en cours se qui prouve la non lecture des mails.Premiere fois que je suis au chômage c'est un calvaire.,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
229,ernest cor-de-buy,6 years ago,3,"accueil et conseil très utile car je venais simplement remettre un justificatif d'absence pour mon fils.
c'est étonnant ou dommage  que les usagers cochant une étoile  ne joignent pas de commentaires.",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
230,Deborah Melloul,a year ago,5,"C'est une bonne agence      Monsieur Mbodj est tres bienveillant et professionnel  ,   Bonne Continuation .",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
231,Sicilia,3 years ago,5,"Il y a un effectivement pas mal d'attente à l'accueil, mais vite oubliée par un personnel très professionnel et à l'écoute.",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
232,Nadia Rechak,3 years ago,1,"Incroyable 3jour j fait des allé retour il sont incapable de vous aider à faire uncv correctement
J'ai l'impression qu'il sont là à contre cœur il bacle le travail",Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
233,S C,7 months ago,1,Dès incompétents. Payer des impôts pour ça lol,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
234,Binate BELIKORO,a year ago,5,J'ai été bien reçu par l'ensemble du personnel et j'ai été ravi merci,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
235,Duperron R,11 months ago,5,Professionnalisme et bienveillance ! Bravo à l'équipe Pôle Emploi Vitruve,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
236,sou siii,4 years ago,2,Il y a toujours trop de monde le personnel fait pas son travail,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
237,hamami idrisse,6 years ago,1,Chaqui'un il va donne ça  vie on derai tous des stagiaires.,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
238,Marmor M,6 years ago,2,Bazar a l'accueil. Les problèmes informatiques reccurantes. Bref.,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
239,Saïd Fidjel,a year ago,4,Accueillant,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
240,Seedy Conta,6 years ago,5,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
241,Haf Guenf,6 years ago,1,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
242,THI MY HUYEN HUYNH,a year ago,5,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
243,Reda Iz,5 months ago,1,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
244,MERZOUGUI WAHIBA,6 years ago,5,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
245,Morgan Radio,7 years ago,4,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
246,Arame,11 months ago,1,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
247,Doctor Bira,6 years ago,5,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
248,Lotfi Tounsi,6 years ago,5,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
249,Bruno 1 Romain 7 (ZooPsyDiaFilms),4 years ago,3,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
250,Anouck Zana,6 years ago,1,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
251,Ramtani Fatima,7 years ago,1,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
252,Laurence Chapelain,3 years ago,4,,Pôle emploi,Pole emploi Vitruve,2.9,35,https://www.google.com/maps/
253,missdia86,3 months ago,1,"Ils ne répondent jamais clairement à vos questions, sont condescendants pour ne pas dire impolis. Au téléphone, c'est pire, ils vous parlent comme des m*****. Ils se donnent trop d'importance alors que tout le monde sait qu'ils ne servent à …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
254,Koukou Hioboux,2 months ago,1,"Pire que tout. RIEN ne fonctionne, le personnel est désagréable au possible et nous crie dessus quand on leur fait remarquer que leurs outils ne fonctionnent pas. Ne répondent à aucun mail, et évidement n’ont pas de numéro de téléphone",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
255,J B,a month ago,1,Conseiller nul sans une once de professionnalisme méprisant et menteur pour caché leurs incompétences et leurs feignantise a faire leurs travail pour le quel ils sont payés je leurs souhaite d être demandeurs d emploi pour savoir comment ces comportement sont honteux 🤬🤬🤬🤬🤬🤬🤬 …,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
256,Ishak Taleb,2 weeks ago,1,"Inscrit depuis le mois d'août 2022,je n'ai eu que des problèmes dans cette agence,des personnes qui n'écoute pas, lorsqu'on leurs fait des remarques sa devient désagréable et écoute encore moins,quoi que chez pôle le suivi et l'écoute ne …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
257,Sam Huang,3 months ago,1,"Nul est le 1er mot qui me vient à l’esprit
Tjs super désagréable, ils se sentent tellement puissant
Abus de pouvoir quoi …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
258,Lucile Langlois,2 months ago,1,"Accueil minable, réflexion déplacée : vous avez fait quoi comme petit métier, (tu crois que ton métier c’est pas un petit métier ?)
Ton condescendant …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
259,Dramane Tacko marie,a year ago,5,Suis très content pour ce lieu,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
260,Ekaterina Simantseva,8 months ago,1,"Mon conseiller me réponds dans 13 jours, il peut se permettre de crier sur moi, pour avoir mon chômage  j’ai du appeler 3949 et la dame a été très compréhensive, c’est grâce a elle que j’ai eu mon paiement. Chaque fois il faut se battre pour avoir tes indemnités. horreur.",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
261,Lola L,a year ago,1,"Mais quelle mascarade vraiment. Une joyeuse bande d'incompétents ,imbus de leurs petites personnes frustrés et blasés de faire ce travail. Et essayant d'exercer un rapport de force plus que malsain sur les candidats en leurs coupant la …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
262,Ysi Barça,11 months ago,1,"Des vrais demeurés c'est incroyable comme ils sont inutiles. 1 rendez vous tout les mois qui dure 9min montre en main. C'est une perte de temps monstre pour du "" sinon vous avez réfléchi un peu depuis le mois dernier ?""  Et du  ""vous savez ici on est pas bien traité, je vous conseille pas de travailler au pôle emploi"" une vaste blague.",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
263,Sylvain,5 months ago,1,"Le type à lunettes en bas est très agressif, désagréable et se permet des réflexions déplacées tout en parlant aux gens comme des chiens",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
264,Frata Zerg,8 months ago,1,"1h d'attente, le conseiller nous a oublié 2 fois malgré les rappels de ses collègues de l'accueil. Ça va bien, frérot ?",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
265,Pauline Amarger,a year ago,1,"je doute que donner son avis ici change quoi que ce soit, mais ils sont vraiment tous plus incapables les uns que les autres. et surtout incapable de verser les indemnités qui nous sont dues, c'est sur que ça vous fait passer l'envie d'avoir une période de chômage!",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
266,Chris B,3 years ago,4,"Si la prise en charge à l'accueil lors de mon arrivée ou lors de la création de mon espace en ligne a été un peu compliquée, j'ai ensuite eu la chance d'avoir un conseiller qui a su gérer avec beaucoup de professionnalisme mon dossier et …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
267,Emeric SLIMIA,9 months ago,1,"Service incompétent, 3 appels pour que les personnes en lignes finissent pas raccrocher sans me donner les informations attendus, les documents unedic ont été refusés pour une raison inconnue, impossible de mener un appel à son terme c'est une honte.",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
268,Leslie Sk,3 years ago,5,Je suis assez surprise de tous les avis négatifs concernant ce Pôle emploi. Effectivement j’avais des soucis sur mon dossier à régler depuis plus trois mois et je suis tombé sur une perle en guise de conseiller. Il a pris du temps pour …,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
269,Victo Joubais,2 years ago,1,"Agence Pôle Emploi à fuir !!!
Un conseiller condescendant qui n'à même pas pris la peine d'étudier mon dossier avant un rendez vous d'accompagnement; dans lequel je n'avais pas la …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
270,Sarah Aub.,a year ago,1,"Informer son conseiller d'un début de formation et se voir envoyer une offre d'emploi dès le lendemain par cette même personne, tout cela dans le but de me couper mes droits pour offre refusée …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
271,S B,2 years ago,1,Ils n'ont aucun respect pour les gens parle très mal aux personnes qui viennent réclamer  leurs droits incompétents si vous voyez la façon dont ils parlent aux gens que ce soit ceux des bureaux ou ceux de l'accueil c'est  une honte et le …,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
272,See Dorff,2 years ago,1,"Ils donnent des rendez-vous et les annule,
Ils inventent des rendez-vous qui n'existe pas pour vous radier.
Les offres d'emploi sont purement fictives. …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
273,Molusque Bigorneau,3 years ago,1,Pôle Emploi aide toujours les mêmes personnes : ceux qui font semblant de pas trouver du boulot ou pas en état de travailler.. et quand vous êtes étudiants à la limite de vous prostituer pour survivre la y a plus personne ! …,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
274,frederic Valognes,2 years ago,1,"Ce ne sont que des incompétents je me suis inscrit le 16 septembre, je n'arrivais pas a m'actualiser je repasse le 14 octobre pour m'actualiser un conseiller me dit non ce n'est pas la peine, il faudra vous actualisé a la fin du mois …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
275,Laurent P,4 years ago,1,"J'avais appelé pole emploi anciennement demandeur d'emploi.
appel du 19/12/2018, la conseillère me dit qu'il faut envoyé une attestation sur l'honneur qui indique je n'ai pas été en activité dans une période. Chose que …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
276,Federica De Giorgio,5 years ago,5,Je suis y allée ce matin pour obtenir un certificat. Je suis rentrée à 9h et sortie à 9h06. À l’accueil ils ont été très gentils. Il faut juste être là avant l’ouverture (surtout si vous n’avez pas de rendez-vous). Le bureau ouvre à 9h mais à 8h30 il y a déjà la queue.,Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
277,Monique Drapeau,4 years ago,1,"Accueil déplorable par une "" conseillère ""  blonde à lunettes incompétente, pas aimable du tout, qui n'aime pas être dérangée. Quand on lui pose une question avec des faits précis, elle répond que ce n'est pas son problème, qu'elle ne veut …",Pôle emploi,Pole emploi Daviel,2.5,82,https://www.google.com/maps/
